item_no,colour,gender_description,brand,product_group,min_age,max_age
-2829796275320305415,beige,girls,petite olivia,hair accessories,,
-2012350819970194671,white,unisex,moncler,trainers,3.0,12.0
-5543294491529790154,beige,unisex,marmar copenhagen,gloves and mittens,0.875,2.0
-3240343028483624552,purple,girls,wheat,tops,1.0,10.0
-3375382963060900977,white,girls,mm6 margiela,bottoms,6.0,14.0
9209036098126873897,blue,girls,molo,bottoms,0.125,2.0
-8635912292895722714,pink,girls,dr. martens,boots,4.0,11.0
-8826812106770708885,grey,girls,hootkid,dresses,,
-1761645420623518212,navy,boys,ralph lauren,clothing sets,0.375,2.0
1689443464138441452,grey,unisex,fub,underwear,0.125,2.0
3789586020290320231,black,boys,camper,shoes,4.0,12.0
3389897956428864390,blue,unisex,aden + anais,textile,,
5374133674392825314,purple,girls,didriksons,fleeces and midlayers,1.0,9.0
-5556063374253857200,grey,boys,petit bateau,jumpers and knitwear,2.0,12.0
-6256083604963906382,pink,girls,mimi & lula,hair accessories,,
-8046797427524443317,beige,unisex,kuling,coveralls,0.625,4.0
3181367387487321924,purple,girls,didriksons,clothing sets,0.875,9.0
-831675457892035711,blue,boys,joha,all in ones,0.125,4.0
-1614724656902179423,pink,unisex,mini rodini,bedding,,
-2073283698743208376,white,unisex,buddy & hope,nightwear,0.625,4.0
4851978486969247662,white,girls,bonpoint,bags,,
6188932986125130651,white,girls,aden + anais,textile,,
4899215200656001121,black,girls,ia bon,hair accessories,,
7304520924574830104,green,unisex,reima,coats and jackets,3.0,14.0
-4731634478196896829,black,unisex,msgm,sandals,4.0,14.0
1320463780881819229,pink,girls,bandit's girl,coats and jackets,,
5835883843739381150,yellow,unisex,reima,coats and jackets,3.0,14.0
3762096445172047453,red,unisex,bonpoint,underwear,0.375,3.0
-2486528517970464472,grey,girls,bobo choses,skirts,1.0,11.0
4726422162840453362,yellow,unisex,liewood,tableware,,
-5582146425058242532,beige,unisex,leclerc baby,strollers,,
5475352291107089793,pink,unisex,design letters,reading,,
-5559328685623487139,blue,unisex,the animals observatory,headwear,,
2584278147145624634,blue,unisex,nadadelazos,headwear,0.375,2.0
-4459010321866789792,pink,girls,nununu,dresses,1.0,11.0
-7143716212206171235,white,boys,stella mccartney kids,swimwear and coverups,0.375,2.0
2461957561357827141,cream,unisex,biobuddi,building blocks and constructi,1.0,4.0
3160190419210730173,blue,girls,designers' remix girls,dresses,7.0,14.0
2459715641890315972,black,girls,tambere,bottoms,1.0,10.0
3804753912589393417,grey,unisex,búho,jumpers and knitwear,2.0,14.0
6983288223938330182,brown,unisex,buddy & hope,bottoms,0.125,4.0
-1980409344265317044,navy,boys,camper,trainers,3.0,10.0
2291045799874603231,white,girls,cyrillus,tops,0.375,3.0
-3186471606582664414,pink,girls,reima,coveralls,0.625,3.0
7632333611748744834,cream,unisex,kuling,headwear,0.625,11.0
6395112443157611682,blue,boys,jacadi,tops,0.375,3.0
6676320190141833760,grey,unisex,stokke,bouncers and swings,,
-645009192883097199,navy,unisex,igor,sandals,0.625,6.0
-3194476851209789997,blue,girls,molo,jumpers and knitwear,2.0,14.0
283941455921209992,navy,boys,lacoste,swimwear and coverups,3.0,14.0
-1098653872099290102,black,girls,msgm,dresses,5.0,14.0
-1301741527969294207,yellow,boys,mayoral,clothing sets,1.0,9.0
1509651184010293375,green,unisex,kids concept,first toys and baby toys,0.125,4.0
5215157755567486048,blue,boys,mini a ture,headwear,1.0,10.0
1947293011450903364,white,girls,petit bateau,jumpers and knitwear,0.375,3.0
-5719600177150445534,silver,girls,converse,trainers,3.0,14.0
5078326950419784888,yellow,unisex,buddy & hope,tops,0.125,4.0
-2929035835463694123,blue,girls,tartine et chocolat,dresses,0.125,3.0
-8696250118491575997,brown,unisex,bobo choses,tops,0.375,3.0
2992570534418222993,navy,unisex,adidas,clothing sets,0.125,4.0
-1211312838452674461,black,boys,nike,jumpers and knitwear,5.0,14.0
-5558917511305618025,grey,unisex,garbo&friends,bedding,,
-6595163666138341386,red,unisex,celavi,clothing sets,0.875,10.0
-3836781311891159731,purple,unisex,design letters,textile,,
-1876436179198629060,brown,unisex,kuling,fleeces and midlayers,1.0,10.0
-2783629982285254394,orange,girls,stella mccartney kids,dresses,1.0,12.0
7392727950721422894,blue,girls,levis kids,bottoms,2.0,14.0
-5199761245766735781,white,unisex,the animals observatory,tops,1.0,14.0
8641906014698775811,pink,unisex,bobles,first toys and baby toys,0.125,10.0
6748874343557992583,grey,boys,enfant,fleeces and midlayers,0.875,8.0
-3297269869850139840,pink,girls,mayoral,all in ones,0.375,3.0
-3760506746485454746,blue,unisex,maileg,dolls and doll houses,2.0,8.0
7077168200951645742,navy,unisex,bugaboo,strollers,,
258652027174461743,red,girls,dolce & gabbana,scarves,7.0,10.0
-2484942736820628927,navy,boys,minymo,jumpers and knitwear,0.125,2.0
-3599129241676191743,black,girls,dkny,bags,,
-429834050320279131,blue,unisex,the animals observatory,bottoms,1.0,14.0
3937961765508268859,black,unisex,cybex,changing and travel bags,,
-2411848875800945905,grey,girls,wolf & rita,skirts,0.125,2.0
2181024474312534476,pink,girls,molo,headwear,0.125,0.875
4011616758810977756,grey,unisex,elodie,baby feeding,,
388133447638045673,blue,unisex,cam cam,storage,,
3872091251790393258,black,unisex,melissa & doug,costumes,2.0,10.0
-3699811428263445724,green,unisex,marmar copenhagen,all in ones,0.125,2.0
1859870885159276667,pink,girls,nike,trainers,0.375,1.0
8348148390398322282,grey,boys,stella mccartney kids,jumpers and knitwear,1.0,12.0
1527009152470206083,black,boys,veja,trainers,1.0,10.0
1206192355030987042,yellow,unisex,izipizi,eyewear,,
-304554228958480909,white,unisex,zazu,lighting,,
-5667481554660941544,blue,boys,nova star,headwear,0.125,2.0
-5165980279755735169,grey,girls,gap,headwear,0.875,5.0
-8474402227885918357,black,unisex,bugaboo,stroller accessories,,
-5954407396471597258,pink,girls,lelli kelly,boots,2.0,11.0
5439962446935821567,blue,boys,adidas,trainers,4.0,10.0
-2624559143488977314,red,girls,frugi,clothing sets,0.125,4.0
-8587842418696003249,green,girls,bonpoint,coats and jackets,3.0,14.0
396975922695777409,grey,boys,ebbe kids,jumpers and knitwear,0.875,6.0
3038550128470571656,pink,unisex,marmar copenhagen,headwear,0.125,7.0
6666157340047444325,blue,girls,jacadi,shorts,2.0,12.0
3976496038045419815,pink,unisex,stoy,dolls and doll houses,2.0,6.0
2597471921670133548,black,girls,minymo,bottoms,1.0,8.0
2230626816496127819,white,girls,billieblush,tops,0.875,3.0
-2142682618542949934,yellow,unisex,liewood,lunch boxes and containers,,
-5232675590331243420,purple,unisex,the animals observatory,bottoms,1.0,14.0
1900756891897551216,navy,boys,ralph lauren,trainers,3.0,8.0
5209700268706732358,white,boys,enfant,tops,1.0,8.0
-1069008842172275553,green,boys,pom dapi,sandals,1.0,6.0
6839584053536879526,navy,girls,the marc jacobs,tops,1.0,14.0
4469275612000048744,black,boys,nike,trainers,0.625,5.0
504233002877562247,grey,unisex,donsje amsterdam,all in ones,0.375,2.0
-6496344484918992176,purple,unisex,kuling,clothing sets,0.625,12.0
-5100523283780237876,white,boys,the marc jacobs,tops,1.0,14.0
2189022827688859312,cream,unisex,tartine et chocolat,soft toys,,
-1395926781413435326,cream,unisex,bonpoint,bottoms,0.375,3.0
8656745931205943579,black,boys,msgm,jumpers and knitwear,3.0,14.0
4634358766582233939,white,girls,msgm,tops,3.0,14.0
4622826287779153052,blue,girls,jacadi,dresses,0.375,3.0
-618479568176301955,pink,girls,molo,tops,1.0,14.0
2444541081368202790,white,unisex,pippi långstrump,tableware,,
-1057564787860020853,navy,boys,mayoral,tops,1.0,9.0
-3634399215273530117,white,boys,boss,clothing sets,0.125,2.0
1127543332736403393,pink,unisex,wynken,coats and jackets,3.0,14.0
-9182512878616570640,pink,girls,ralph lauren,dresses,1.0,12.0
672183817891484074,grey,girls,camper,boots,4.0,12.0
-6404615287620169461,blue,girls,petit bateau,dresses,0.375,3.0
7147404222475092390,blue,unisex,wynken,jumpers and knitwear,1.0,8.0
-2962080284064788328,white,girls,golden goose,trainers,1.0,10.0
-2192080416208504291,green,girls,petite olivia,hair accessories,,
5452494321026131069,yellow,unisex,liewood,headwear,0.875,7.0
-1229261434847862291,black,boys,emporio armani,clothing sets,0.125,0.875
2771062711998240390,multi color,unisex,skip hop,first toys and baby toys,,
-2716101221682438126,pink,girls,mayoral,skirts,1.0,8.0
-1230386958752004266,grey,boys,stella mccartney kids,jumpers and knitwear,1.0,14.0
-4400633722522398518,beige,unisex,buddy & hope,underwear,0.125,2.0
3379385324593240829,blue,girls,molo,skirts,1.0,12.0
7025803656256548135,blue,boys,bonpoint,coats and jackets,5.0,14.0
1250803975317495522,navy,boys,timberland,jumpers and knitwear,0.875,4.0
-5855382982290459214,blue,unisex,britax,car seats,,
-3762874559393769471,navy,boys,bonpoint,tops,3.0,12.0
3707547761579103194,grey,boys,bobo choses,fleeces and midlayers,1.0,11.0
1875945928610093152,multi color,unisex,teddykompaniet,first toys and baby toys,,
-1589781812308550386,red,boys,timberland,coats and jackets,3.0,14.0
-6588974191365639930,pink,girls,il gufo,coats and jackets,2.0,10.0
4672755982895723646,red,unisex,stabilo,stationary,8.0,10.0
-1090842134226844455,pink,girls,bonpoint,all in ones,0.125,2.0
3299531094122929221,blue,boys,adidas,clothing sets,0.125,4.0
5359059443575390713,black,boys,nike,tops,1.0,7.0
-5064413220806843841,blue,boys,tommy hilfiger,bottoms,1.0,8.0
7490209465079206734,white,girls,cyrillus,skirts,2.0,14.0
492811158912895468,purple,unisex,lindberg,coveralls,1.0,10.0
106588240630859776,blue,girls,louise misha,dresses,0.875,8.0
-7547000039393787313,blue,unisex,superfit,boots,3.0,10.0
8627940242916926828,white,girls,mayoral,tops,0.375,3.0
-1771143560236092403,beige,unisex,nadadelazos,all in ones,0.375,2.0
8445647794922054238,grey,unisex,the animals observatory,tops,1.0,14.0
-1265630588582489678,yellow,boys,puma,shorts,4.0,14.0
-8208947566490539351,navy,boys,tommy hilfiger,coats and jackets,1.0,8.0
-3395360756901199220,pink,girls,dolly by le petit tom,skirts,0.125,8.0
352065773066827500,blue,girls,gap,bottoms,3.0,14.0
2650686491877649148,cream,girls,bonpoint,dresses,0.875,3.0
-3180787090238602992,white,girls,petit bateau,headwear,2.0,10.0
1251271366150891127,brown,unisex,britax,stroller parts and customisati,,
-6052968734646736292,white,unisex,tommee tippee,baby changing,,
-6213873129764607558,beige,girls,molo,shorts,4.0,14.0
6502104481241379726,grey,boys,kimba kids,jumpers and knitwear,2.0,11.0
5434845873473391414,blue,unisex,lego wear,headwear,2.0,7.0
2584506332601083654,pink,girls,fila,trainers,0.625,5.0
-7043408880530671903,black,girls,les coyotes de paris,tops,7.0,14.0
6997367694160892331,pink,girls,adidas,underwear,,
5879935357462050280,blue,girls,molo,swimwear and coverups,1.0,14.0
-5633945624712699452,blue,girls,jacadi,tops,2.0,12.0
-6886850041455077101,brown,girls,young soles,sandals,0.875,11.0
-3532285423521236614,brown,unisex,donsje amsterdam,boots,0.125,2.0
6755073842816610999,blue,boys,molo,tops,1.0,14.0
-715195112372368764,blue,unisex,uppababy,strollers,,
-438674451532842421,blue,boys,absorba,all in ones,0.125,0.625
-1047710795208978054,pink,girls,hype,bags,,
-8813682738552578573,yellow,unisex,manhattan toy,first toys and baby toys,,
1216662352494161519,yellow,girls,molo,underwear,2.0,14.0
-7464305023093288838,green,unisex,gullkorn design,headwear,0.625,10.0
-595766261647632534,brown,unisex,silver cross,stroller accessories,,
1898731243429462544,beige,boys,burberry,bottoms,2.0,14.0
2121200375348394759,pink,girls,lillelam,jumpers and knitwear,0.125,4.0
2497910890342177425,blue,unisex,design letters,tableware,,
7018167480278566918,yellow,unisex,joha,boots,0.125,2.0
-6221879202725480684,purple,unisex,wawa,bottoms,1.0,8.0
-5617965505574780293,blue,unisex,isbjörn of sweden,coats and jackets,1.0,8.0
-1569552036859904883,navy,unisex,sebra,bedding,,
-5135922000706982985,blue,boys,småfolk,headwear,0.875,6.0
-2954099468203534151,blue,unisex,frugi,shorts,0.125,5.0
7050880088740703930,green,unisex,gullkorn design,nightwear,0.625,10.0
-8430498748384985333,brown,girls,marmar copenhagen,headwear,0.125,2.0
7194021926487181238,green,unisex,ebbe kids,fleeces and midlayers,1.0,12.0
-1871601720461851433,brown,unisex,mainio,tops,1.0,10.0
-7908643709484207866,grey,unisex,jox,textile,,
5847786333585358983,pink,girls,kenzo,headwear,,
-3654015105520183173,green,unisex,lillelam,boots,0.125,0.875
7662399899316758786,pink,unisex,evi love,dolls and doll houses,2.0,10.0
4629412078721591710,blue,boys,tommy hilfiger,tops,14.0,14.0
-1397337250284681567,blue,unisex,egmont kärnan,stationary,0.875,6.0
7428398550518906668,pink,girls,kenzo,bottoms,0.375,4.0
-9027126025243975759,purple,girls,pom dapi,trainers,0.875,5.0
8411863789361091007,navy,girls,oeuf,jumpers and knitwear,0.875,7.0
1955934957072300375,black,boys,nike,clothing sets,0.125,0.625
246637367895976490,black,girls,burberry,coats and jackets,1.0,2.0
-3466125163466132944,blue,boys,hatley,shorts,1.0,8.0
-8288466485738293462,grey,unisex,axkid,car seats,,
-1220133634997944023,cream,unisex,oli & carol,water toys,0.125,4.0
9165851311352737713,yellow,unisex,gobabygo,underwear,,
2469565043693593693,black,unisex,kuling,bottoms,0.625,12.0
-2249296425060792698,navy,unisex,ebbe kids,all in ones,0.125,2.0
3081639556750363550,black,boys,fabric flavours,tops,2.0,12.0
-3241875172408341562,multi color,unisex,redbox,dolls and doll houses,,
-7097614523389271791,pink,unisex,done by deer,water toys,0.125,6.0
-447242581912321601,grey,unisex,jellycat,soft toys,,
6048270875990142966,blue,boys,ebbe kids,tops,1.0,14.0
-7488345679910264591,pink,girls,molo,skirts,2.0,14.0
-5786281844650596105,brown,unisex,melton,underwear,0.125,10.0
-3642019370087311547,black,boys,moschino kid-teen,tops,3.0,14.0
7567610445552663024,white,girls,jacadi,tops,0.375,3.0
-5778722215332229216,pink,girls,mayoral,clothing sets,0.125,2.0
8460798341983523916,grey,unisex,molo,headwear,0.875,14.0
2914131866895514910,pink,girls,wheat,coveralls,3.0,8.0
-6715455562851437167,white,boys,ralph lauren,all in ones,0.375,2.0
2651879308458736757,green,unisex,ergobaby,carriers and slings,,
3492719520025280702,navy,unisex,petit bateau,jumpers and knitwear,0.125,2.0
8038508078138501515,brown,unisex,búho,headwear,2.0,12.0
3906271523285989110,yellow,boys,gant,tops,8.0,14.0
6403709367643604197,green,unisex,bright starts,first toys and baby toys,0.625,4.0
-8838037537950434144,green,unisex,mainio,bottoms,1.0,10.0
-1182544370629763006,blue,unisex,done by deer,first toys and baby toys,,
3321561195468303318,brown,girls,bisgaard,boots,0.875,5.0
3161784883580532270,black,unisex,vans,trainers,0.625,5.0
-9055329425332085247,white,girls,nike,trainers,3.0,14.0
-4273436556875982619,green,girls,marni,dresses,3.0,14.0
8484048759911639710,pink,unisex,mom2mom,carriers and slings,,
-5417789839097641326,black,girls,i dig denim,dresses,1.0,12.0
3020766482005152418,pink,girls,jacadi,jumpers and knitwear,2.0,12.0
-8842014651216615672,pink,girls,mumin,headwear,0.625,5.0
4385220731468270345,blue,unisex,joolz,stroller accessories,,
-4595245622757158553,blue,boys,camper,boots,3.0,12.0
-1916642114253815240,pink,girls,the campamento,swimwear and coverups,1.0,12.0
1423948424094855109,green,boys,burberry,jumpers and knitwear,3.0,12.0
-8975635311591942843,green,girls,condor,underwear,0.125,8.0
-2518572148063483872,green,girls,kimba kids,tops,2.0,11.0
6539222428748781354,grey,unisex,joolz,stroller accessories,,
6743511806540290880,white,unisex,aden + anais,textile,,
-4147847696732544802,blue,unisex,bobo choses,tops,1.0,11.0
4299505606744560372,pink,girls,bonpoint,jumpers and knitwear,3.0,14.0
406620839699695492,green,girls,gap,coats and jackets,3.0,14.0
-5243550030405015865,black,girls,msgm,dresses,3.0,14.0
3998768739795098034,black,girls,hype,swimwear and coverups,4.0,14.0
-1963548986390557671,navy,boys,nike,tops,1.0,7.0
-1594873640206633955,navy,boys,primigi,sandals,0.875,6.0
-5830849512820630037,grey,unisex,mini a ture,coveralls,1.0,8.0
-3811325903101439248,white,boys,reebok,trainers,3.0,8.0
-2415911245011594081,white,unisex,safety1st,baby safety,,
-4648550654247315118,blue,unisex,the animals observatory,underwear,0.375,2.0
6884898678454366712,beige,unisex,hape,first toys and baby toys,1.0,6.0
8030884705073056478,pink,girls,wheat,dresses,0.125,10.0
543532952799352955,blue,girls,jacadi,dresses,2.0,12.0
5901340827163500091,green,unisex,joha,all in ones,0.125,4.0
2606254947579296099,gold,unisex,sylvanian families,dolls and doll houses,4.0,8.0
-2695671886128889309,blue,unisex,sebra,ride ons and walkers,1.0,6.0
-5424923120646471476,grey,unisex,easywalker,strollers,,
-4723077073337830235,beige,unisex,garbo&friends,textile,,
-2019230173402522735,purple,boys,mayoral,tops,0.375,3.0
-1588461167686740604,brown,unisex,kavat,boots,1.0,10.0
-6273855129312469181,navy,unisex,kuling,headwear,1.0,7.0
7370782199542903363,blue,unisex,kuling,all in ones,0.125,0.875
-8422406225580582224,black,unisex,silver cross,stroller parts and customisati,,
-5803457658475948183,yellow,boys,oas,swimwear and coverups,1.0,14.0
5525154386677859167,red,girls,pom dapi,boots,3.0,8.0
-2921217140161019451,pink,girls,the marc jacobs,tops,1.0,14.0
-1578044959472551910,pink,girls,mimi & lula,bags,,
-7652950093424540523,blue,girls,chloé,dresses,2.0,14.0
-1063306874085354489,pink,girls,hatley,nightwear,1.0,12.0
6511577058891749179,brown,unisex,kids concept,first toys and baby toys,1.0,6.0
4262059901452652075,navy,boys,hatley,coats and jackets,0.625,2.0
-8284370391052691767,beige,unisex,mini rodini,bottoms,0.375,9.0
4217320265516085838,white,girls,billieblush,tops,2.0,12.0
-8630456277151798455,purple,girls,jacadi,dresses,0.125,2.0
-3752356950134177636,yellow,unisex,joha,bottoms,0.125,12.0
2085984738298464893,navy,boys,scotch & soda,underwear,5.0,14.0
7071767679348060595,white,boys,tartine et chocolat,baby feeding,,
7165729730008936158,navy,girls,a happy brand,dresses,0.125,2.0
